ID ,Text,Sentiment_text,Sentiment_label
304,សេវាកម្មជួសជុលល្អណាស់ ជាងមានជំនាញ,Positive,1.0
305,ភាពយន្តនេះធ្វើឱ្យខ្ញុំខកចិត្តណាស់ ចំណាយពេលមើលឥតប្រយោជន៍,Negative,0.0
306,ទូរទស្សន៍នេះមានគុណភាពល្អ រូបភាពច្បាស់,Positive,1.0
307,សណ្ឋាគារនេះមានសេវាកម្មល្អណាស់ បុគ្គលិកមានវិជ្ជាជីវៈខ្ពស់,Positive,1.0
308,កម្មវិធីសិល្បៈនេះគួរឱ្យចាប់អារម្មណ៍ មានការច្នៃប្រឌិតថ្មី,Positive,1.0
309,គុណភាពឈុតការងារមិនល្អ កាត់ដេរមិនស្អាត,Negative,0.0
311,ការសម្តែងរបស់តារាចម្រៀងនេះអស្ចារ្យណាស់ សំឡេងពីរោះ,Positive,1.0
312,ទូរស័ព្ទនេះលេងហ្គេមរអិល ប្រព័ន្ធដំណើរការយឺត,Negative,0.0
313,សេវាកម្មហាងកាត់សក់ល្អណាស់ តម្លៃសមរម្យ,Positive,1.0
315,ម៉ាស៊ីនត្រជាក់នេះត្រជាក់ល្អណាស់ សន្សំសំចៃថាមពល,Positive,1.0
316,សេវាកម្មអ៊ីនធឺណិតដំណើរការមិនល្អ ភ្ជាប់ដាច់ៗ,Negative,0.0
317,កម្មវិធីរាំនេះរីករាយណាស់ អ្នកចូលរួមសប្បាយ,Positive,1.0
318,កង់ថ្មីនេះប្រើការបានល្អណាស់ តម្លៃសមរម្យ,Positive,1.0
319,សេវាកម្មជួសជុលយឺតយ៉ាវ តម្លៃថ្លៃពេក,Negative,0.0
320,ការសម្តែងរបាំប្រពៃណីនេះល្អណាស់ សិល្បៈករមានទេពកោសល្យ,Positive,1.0
321,កុំព្យូទ័រនេះដំណើរការយឺត មិនស័ក្តិសមនឹងតម្លៃ,Negative,0.0
322,សេវាកម្មបោកគក់ល្អណាស់ ខោអាវស្អាត,Positive,1.0
323,តន្ត្រីនៅក្លឹបនេះឮខ្លាំងពេក មិនអាចជជែកគ្នាបាន,Negative,0.0
324,ទូរទឹកកកនេះត្រជាក់ល្អ ប្រើថាមពលតិច,Positive,1.0
326,ព្រឹត្តិការណ៍កីឡានេះគួរឱ្យរំភើប កីឡាករលេងពូកែ,Positive,1.0
327,វិទ្យុនេះស្តាប់មិនសូវច្បាស់ មានសំឡេងរំខាន,Negative,0.0
328,សេវាកម្មធានារ៉ាប់រងល្អណាស់ មានភាពងាយស្រួល,Positive,1.0
329,កម្មវិធីសម្តែងសៀកនេះអស្ចារ្យណាស់ សិល្បៈករសម្តែងបានល្អ,Positive,1.0
330,ម៉ូតូថ្មីនេះប្រើប្រេងច្រើន ថែទាំពិបាក,Negative,0.0
332,ការប្រកួតបាល់ទាត់នេះគួរឱ្យរំភើប ក្រុមទាំងពីរលេងល្អ,Positive,1.0
333,ម៉ាស៊ីនបោកគក់នេះសំឡេងខ្លាំង ប្រើអគ្គិសនីច្រើន,Negative,0.0
334,សេវាកម្មជួលរថយន្តល្អណាស់ ឡានថ្មី ស្អាត,Positive,1.0
335,ការសម្តែងល្ខោននេះគួរឱ្យធុញ រឿងវែងពេក,Negative,0.0
336,កៅអីការិយាល័យនេះផាសុខណាស់ គុណភាពល្អ,Positive,1.0
338,ការសម្តែងសៀកនេះល្អណាស់ មានការច្នៃប្រឌិតថ្មី,Positive,1.0
339,ទូរស័ព្ទនេះថតរូបស្អាត ប្រើប្រាស់ងាយស្រួល,Positive,1.0
340,សេវាកម្មដឹកជញ្ជូនយឺតយ៉ាវ ទំនិញខូចខាត,Negative,0.0
341,ភាពយន្តឯកសារនេះផ្តល់ចំណេះដឹងល្អ,Positive,1.0
342,កាបូបស្បែកនេះដេរមិនស្អាត ប្រេះបែកលឿន,Negative,0.0
343,សេវាកម្មសម្អាតផ្ទះល្អណាស់ បុគ្គលិកខិតខំធ្វើការ,Positive,1.0
344,កម្មវិធីចម្រៀងនេះមិនសូវទាក់ទាញ បទចាស់ៗច្រើន,Negative,0.0
345,ម៉ាស៊ីនត្រជាក់នេះមិនសូវត្រជាក់ ប្រើអគ្គិសនីច្រើន,Negative,0.0
346,សេវាកម្មអ៊ីនធឺណិតល្បឿនលឿន តម្លៃសមរម្យ,Positive,1.0
347,ផលិតផលថ្មីនេះប្រើប្រាស់បានល្អណាស់ អស្ចារ្យមែនទែន,Positive,1.0
348,ភោជនីយដ្ឋាននេះមិនសូវស្អាត ម្ហូបក៏មិនឆ្ងាញ់ដែរ,Negative,0.0
349,សម្តែងបទចម្រៀងបានពីរោះណាស់ ពិតជាមានទេពកោសល្យ,Positive,1.0
350,សម្ភារៈការិយាល័យទាំងនេះគុណភាពអន់ណាស់ ខូចលឿន,Negative,0.0
352,កម្មវិធីសិល្បៈនេះមិនសូវទាក់ទាញ អ្នកសម្តែងនៅខ្វះបទពិសោធន៍,Negative,0.0
353,ម៉ូតូម៉ាកថ្មីនេះបើកស្រួល សន្សំសំចៃប្រេងសាំង,Positive,1.0
354,អ្នកបើកតាក់ស៊ីនេះមានអធ្យាស្រ័យល្អ និយាយស្តីសមរម្យ,Positive,1.0
355,រោងកុននេះកៅអីស្រួលអង្គុយ ម៉ាស៊ីនបញ្ចាំងល្អ,Positive,1.0
356,ទូរស័ព្ទស្មាតហ្វូននេះឆាប់ហោះថ្ម មិនសមនឹងតម្លៃ,Negative,0.0
357,សេវាកម្មសម្អាតការិយាល័យមិនទៀងទាត់ ធ្វើការមិនម៉ត់ចត់,Negative,0.0
358,កម្មវិធីប្រគំតន្ត្រីនេះរៀបចំបានល្អ អ្នកចូលរួមច្រើន,Positive,1.0
359,ទូរទស្សន៍ស្មាតធីវីនេះងាយស្រួលប្រើ រូបភាពច្បាស់ស្អាត,Positive,1.0
360,ហាងកាត់សក់នេះកាត់មិនស្អាត តម្លៃថ្លៃទៀត,Negative,0.0
361,ភាពយន្តរឿងនេះមានខ្លឹមសារល្អ បង្រៀនមេរៀនជីវិត,Positive,1.0
364,កម្មវិធីរាំកម្សាន្តនេះសប្បាយណាស់ តន្ត្រីពិរោះ,Positive,1.0
365,ម៉ាស៊ីនត្រជាក់នេះមិនសូវត្រជាក់ ប្រើអគ្គិសនីច្រើន,Negative,0.0
366,គ្លីនិកធ្មេញនេះមានពេទ្យជំនាញ តម្លៃសមរម្យ,Positive,1.0
367,ការប្រកួតបាល់ទាត់នេះគួរឱ្យរំភើប ក្រុមទាំងពីរលេងល្អ,Positive,1.0
368,កង់អគ្គិសនីនេះបើកលឿន ថ្មប្រើបានយូរ,Positive,1.0
369,សេវាកម្មជួសជុលផ្ទះមិនល្អ ជាងធ្វើការមិនស្អាត,Negative,0.0
371,ទូទឹកកកនេះត្រជាក់ល្អ សន្សំសំចៃថាមពល,Positive,1.0
372,សេវាកម្មក្រុមហ៊ុនដឹកជញ្ជូនយឺតយ៉ាវ ទំនិញខូចខាត,Negative,0.0
373,ការសម្តែងរបាំប្រពៃណីនេះស្រស់ស្អាត មានអត្ថន័យ,Positive,1.0
374,ម៉ាស៊ីនបោកខោអាវនេះសំអាតស្អាត មិនខូចខាតសម្លៀកបំពាក់,Positive,1.0
375,អ្នកថែសួនច្បារមិនសូវយកចិត្តទុកដាក់ ដើមឈើងាប់ច្រើន,Negative,0.0
376,លោ្ខននេះសម្តែងមិនសូវពូកែ អត់មានអារម្មណ៍,Negative,0.0
377,កុំព្យូទ័រនេះដំណើរការលឿន អេក្រង់ច្បាស់ល្អ,Positive,1.0
378,សេវាកម្មសណ្ឋាគារល្អណាស់ បុគ្គលិកមានវិជ្ជាជីវៈ,Positive,1.0
379,ការប្រកួតចម្រៀងនេះមិនយុត្តិធម៌ លម្អៀង,Negative,0.0
380,ស្បែកជើងកីឡានេះស្រួលពាក់ ថ្លៃតែសមតម្លៃ,Positive,1.0
381,សេវាកម្មអ៊ីនធឺណេតដំណើរការមិនល្អ ដាច់ញឹកញាប់,Negative,0.0
382,កម្មវិធីទូរទស្សន៍នេះមានខ្លឹមសារល្អ ពិសេសណាស់,Positive,1.0
383,ក្រដាសបោះពុម្ពនេះគុណភាពល្អ ពណ៌ស្អាត,Positive,1.0
384,សេវាកម្មជួសជុលម៉ូតូមានជំនាញ តម្លៃសមរម្យ,Positive,1.0
385,ភាពយន្តភាគនេះមានរឿងរ៉ាវគួរឱ្យចាប់អារម្មណ៍,Positive,1.0
387,សេវាកម្មធនាគារមានភាពយឺតយ៉ាវ រង់ចាំយូរ,Negative,0.0
388,កម្មវិធីសម្តែងសិល្បៈនេះមានការច្នៃប្រឌិតខ្ពស់,Positive,1.0
389,ឧបករណ៍អេឡិចត្រូនិកនេះប្រើការបានល្អ មានមុខងារច្រើន,Positive,1.0
390,សេវាកម្មថែទាំសម្ផស្សមិនល្អ បុគ្គលិកមិនមានជំនាញ,Negative,0.0
391,ការសម្តែងភ្លេងប្រពៃណីនេះពិរោះ រក្សាបាននូវវប្បធម៌,Positive,1.0
392,ទូរស័ព្ទនេះថតរូបមិនច្បាស់ អត់មានមុខងារទំនើបៗ,Negative,0.0
393,សេវាកម្មបោកគក់ល្អណាស់ សម្លៀកបំពាក់ស្អាត,Positive,1.0
394,កម្មវិធីរាំកម្សាន្តនេះមិនសូវសប្បាយ អ្នកចូលរួមតិច,Negative,0.0
395,គ្រឿងសង្ហារឹមនេះគុណភាពល្អ ប្រើប្រាស់បានយូរ,Positive,1.0
396,សេវាកម្មជួលរថយន្តមិនទុកចិត្ត រថយន្តចាស់ៗ,Negative,0.0
397,ការសម្តែងល្ខោននេះមានអត្ថន័យជ្រាលជ្រៅ សិល្បករសម្ដែងពូកែ,Positive,1.0
398,កាមេរ៉ាឌីជីថលនេះថតរូបបានស្អាតណាស់ ពណ៌ធម្មជាតិ,Positive,1.0
399,សេវាកម្មបញ្ជាទិញអនឡាញមានបញ្ហាច្រើន ប្រព័ន្ធដំណើរការមិនល្អ,Negative,0.0
400,ការសម្តែងរបស់តារាចម្រៀងម្នាក់នេះគួរឱ្យចាប់អារម្មណ៍ខ្លាំង,Positive,1.0
401,កង់ថ្មីនេះមិនស្រួលជិះ ហ្វ្រាំងមិនសូវល្អ,Negative,0.0
402,សេវាកម្មម្ហូបដល់ផ្ទះរហ័សទាន់ចិត្ត ម្ហូបក៏នៅក្តៅ,Positive,1.0
403,កម្មវិធីសិល្បៈវប្បធម៌នេះរៀបចំមិនបានល្អ,Negative,0.0
404,ទូរទស្សន៍ស្មាតធីវីនេះមានមុខងារទំនើបៗ គុណភាពខ្ពស់,Positive,1.0
405,គ្លីនិកធ្មេញនេះពេទ្យពិនិត្យមិនល្អិតល្អន់ តម្លៃថ្លៃពេក,Negative,0.0
406,ភាពយន្តភាគថ្មីនេះមានរឿងរ៉ាវគួរឱ្យចាប់អារម្មណ៍ខ្លាំង,Positive,1.0
407,ឧបករណ៍បាញ់ថ្នាំសម្លាប់សត្វល្អិតនេះប្រើការមិនបានល្អ,Negative,0.0
408,សេវាកម្មសណ្ឋាគារនេះល្អឥតខ្ចោះ បុគ្គលិកមានវិជ្ជាជីវៈខ្ពស់,Positive,1.0
409,កម្មវិធីប្រកួតកីឡានេះរៀបចំបានល្អណាស់,Positive,1.0
410,ម៉ាស៊ីនកិនស្រូវនេះធ្វើការលឿន គុណភាពល្អ,Positive,1.0
411,អ្នកដឹកជញ្ជូនឥវ៉ាន់មកយឺតពេល ហើយទំនិញខូចខាតទៀត,Negative,0.0
413,កៅអីការិយាល័យថ្មីនេះអង្គុយស្រួល ធ្វើពីឈើល្អ,Positive,1.0
414,សេវាកម្មជួសជុលទូរទស្សន៍នេះថ្លៃពេក ហើយជួសយូរទៀត,Negative,0.0
415,ការសម្តែងរបាំប្រពៃណីនេះធ្វើឱ្យយើងនឹកឃើញដល់អតីតកាល,Positive,1.0
416,ស្បែកជើងកីឡាថ្មីនេះពាក់ស្រួល ធន់ទៀតផង,Positive,1.0
418,ភាពយន្តរឿងនេះមើលទៅធុញ គ្មានរសជាតិ,Negative,0.0
419,ម៉ាស៊ីនបោកខោអាវនេះសំអាតស្អាត ប្រើថាមពលតិច,Positive,1.0
420,បុគ្គលិកធនាគារនេះនិយាយស្តីមិនសមរម្យ គ្មានវិជ្ជាជីវៈ,Negative,0.0
421,កម្មវិធីសម្តែងសៀកនេះគួរឱ្យទាក់ទាញ,Positive,1.0
422,ទូរស័ព្ទស្មាតហ្វូននេះថតរូបច្បាស់ល្អ ប្រើប្រាស់ងាយស្រួល,Positive,1.0
423,សេវាកម្មបង់វិក្កយបត្រមានភាពស្មុគស្មាញ ចំណាយពេលច្រើន,Negative,0.0
424,ការប្រកួតបាល់ទាត់នេះគួរឱ្យរំភើប កីឡាករលេងល្អ,Positive,1.0
425,ទូទឹកកកនេះប្រើថាមពលច្រើន តម្លៃមិនសមរម្យ,Negative,0.0
426,សេវាកម្មអ៊ីនធឺណិតល្បឿនលឿន តម្លៃសមរម្យ,Positive,1.0
427,ការសម្តែងល្ខោននេះគួរឱ្យចាប់អារម្មណ៍ សិល្បករសម្ដែងបានល្អ,Positive,1.0
428,កង់អគ្គិសនីនេះមានបញ្ហាច្រើន ជួសញឹកញាប់,Negative,0.0
429,សេវាកម្មជួសជុលទូទឹកកកនេះល្អណាស់ ជាងមានជំនាញ,Positive,1.0
430,ព្រឹត្តិការណ៍តន្ត្រីនេះមានការរៀបចំល្អ អ្នកចូលរួមច្រើន,Positive,1.0
431,គ្រឿងសង្ហារឹមនេះគុណភាពអន់ ងាយខូច,Negative,0.0
432,សេវាកម្មសម្អាតការិយាល័យមិនទៀងទាត់ ធ្វើការមិនស្អាត,Negative,0.0
433,កម្មវិធីប្រគំតន្ត្រីនេះមានការរៀបចំល្អ តន្ត្រីពិរោះ,Positive,1.0
434,ម៉ាស៊ីនកិនកាហ្វេនេះមានសំលេងរំខាន ប្រើការមិនបានយូរ,Negative,0.0
435,សេវាកម្មថែទាំសួនច្បារល្អណាស់ មើលទៅស្រស់ស្អាត,Positive,1.0
436,ការសម្តែងរបស់ក្រុមសិល្បៈនេះមានជំនាញខ្ពស់,Positive,1.0
437,ម៉ូតូថ្មីនេះបើកស្រួល សន្សំប្រេង តម្លៃសមរម្យ,Positive,1.0
438,សេវាកម្មជួលរថយន្តមិនល្អ រថយន្តចាស់ៗ សេវាកម្មយឺត,Negative,0.0
440,កាបូបថ្មីនេះមានគុណភាពល្អ ដេរយ៉ាងជាប់,Positive,1.0
441,សេវាកម្មម៉ាស្សាមិនល្អ អ្នកម៉ាស្សាគ្មានជំនាញ,Negative,0.0
442,ការសម្តែងរបាំនេះមានលក្ខណៈវិជ្ជាជីវៈខ្ពស់,Positive,1.0
443,ឧបករណ៍ភ្លេងថ្មីនេះមានគុណភាពល្អ សំឡេងពិរោះ,Positive,1.0
444,សេវាកម្មជួសជុលផ្ទះមានតម្លៃសមរម្យ ធ្វើការបានល្អ,Positive,1.0
445,កម្មវិធីប្រកួតចម្រៀងនេះមានលក្ខណៈវិជ្ជាជីវៈ,Positive,1.0
446,ទូរស័ព្ទថ្មីនេះមានបញ្ហាច្រើន ប្រើការមិនបានល្អ,Negative,0.0
447,សេវាកម្មបោកគក់នេះធ្វើឱ្យខូចសម្លៀកបំពាក់,Negative,0.0
448,ការសម្តែងសិល្បៈនេះមានការច្នៃប្រឌិតថ្មី,Positive,1.0
449,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
450,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
451,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
452,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
453,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
454,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
455,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
456,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
457,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
458,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
459,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
460,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
461,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
462,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
463,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
464,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
465,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
466,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
467,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
468,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
469,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
470,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
471,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
472,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
473,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
474,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
475,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
476,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
477,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
478,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
479,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
480,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
481,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
482,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
483,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
484,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
485,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
486,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
487,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
488,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
489,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
490,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
491,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
492,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
493,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
494,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
495,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
496,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
497,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
498,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
499,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
500,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
501,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
502,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
503,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
504,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
505,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
506,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
507,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
508,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
509,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
510,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
511,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
512,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
513,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
514,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
515,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
516,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
517,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
518,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
519,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
520,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
521,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
522,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
523,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
524,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
525,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
526,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
527,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
528,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
529,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
530,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
531,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
532,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
533,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
534,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
535,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
536,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
537,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
538,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
539,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
540,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
541,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
542,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
543,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
544,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
545,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
546,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
547,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
548,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
549,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
550,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
551,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
552,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
553,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
554,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
555,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
556,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
557,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
558,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
559,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
560,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
561,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
562,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
563,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
564,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
565,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
566,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
567,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
568,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
569,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
570,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
571,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
572,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
573,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
574,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
575,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
576,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
577,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
578,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
579,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
580,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
581,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
582,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
583,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
584,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
585,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
586,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
587,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
588,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
589,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
590,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
591,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
592,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
593,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
594,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
595,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
